-0.43632576,-0.12907336,-0.15599636,0.01510501,-3.09381707,0.03505877
-0.48430344,-0.14170464,-0.15598579,0.01513891,-3.09396039,0.0348573
-0.45821239,-0.1027922,-0.15598525,0.01498757,-3.09388253,0.03508715
-0.48829023,-0.10730477,-0.15597962,0.01506972,-3.0941793,0.03497665
-0.4256985,-0.13218547,-0.15600793,0.01504101,-3.0937531,0.03496844
-0.45469464,-0.16081294,-0.15600964,0.01487064,-3.09394766,0.03507223
-0.48569527,-0.12727727,-0.15601209,0.0149644,-3.09416726,0.03505873
-0.44088677,-0.15973524,-0.15600691,0.0152192,-3.09379699,0.03491175
-0.46469465,-0.1562839,-0.15601136,0.01512177,-3.09385401,0.03500815
-0.42810115,-0.10036146,-0.15600457,0.01482337,-3.09385715,0.03519754
-0.452813,-0.13390414,-0.15599807,0.01482429,-3.0940471,0.03483584
-0.45492194,-0.10669632,-0.15598985,0.01512813,-3.09394971,0.03487541
-0.48210557,-0.12901418,-0.15600116,0.01522465,-3.09399931,0.03495876
-0.44130844,-0.14461703,-0.15598535,0.0151162,-3.09377738,0.03498359
-0.48511648,-0.14629919,-0.15598636,0.01522499,-3.09402222,0.03510363
-0.47359478,-0.16923369,-0.15597244,0.01518744,-3.09397407,0.0349036
-0.43547922,-0.17190054,-0.15603906,0.01507129,-3.09400175,0.03496453
-0.47231032,-0.13037617,-0.15599891,0.01506234,-3.093935,0.03508165
-0.46701013,-0.11008733,-0.15596867,0.01479059,-3.09382562,0.03501959
-0.43929714,-0.10917031,-0.15602667,0.01504626,-3.09375679,0.0350118
-0.47001807,-0.0997613,-0.15601275,0.01475175,-3.09401475,0.03492798
-0.44098541,-0.1226948,-0.15602895,0.01499411,-3.09378188,0.03500643
-0.44151476,-0.11718313,-0.15601022,0.01508744,-3.0939391,0.03511695
-0.48341873,-0.14097734,-0.1559792,0.01507196,-3.09398537,0.03490909
-0.48320793,-0.17062749,-0.15608741,0.01525975,-3.09417352,0.03505619
-0.46130845,-0.10466927,-0.15601295,0.0150468,-3.09386315,0.03512538
-0.43120111,-0.11639749,-0.15603354,0.01511578,-3.09385694,0.03490862
-0.4622096,-0.12069099,-0.15601077,0.01512765,-3.09383892,0.03505849
-0.45830377,-0.16988543,-0.15599629,0.01473282,-3.09392948,0.03484245
-0.46281924,-0.14888848,-0.15599019,0.01490129,-3.09389402,0.03493476
-0.4745945,-0.12767573,-0.15600979,0.01493481,-3.09398698,0.0348763
-0.44921823,-0.1294887,-0.15599017,0.01505697,-3.09381995,0.03497546
-0.4869221,-0.1357152,-0.15588172,0.01490819,-3.09390184,0.03480893
-0.46689663,-0.17251741,-0.15600519,0.01477638,-3.09408259,0.03506409
-0.47732145,-0.1098746,-0.1559867,0.0148576,-3.09392324,0.03485989
-0.43049425,-0.17240489,-0.15600546,0.01498627,-3.09382418,0.03505812
-0.4552359,-0.15909924,-0.15598177,0.01501718,-3.09401963,0.03499095
-0.43111015,-0.10588675,-0.15600418,0.01499009,-3.09389546,0.03496706
-0.46050026,-0.14539693,-0.15600716,0.01488264,-3.09408404,0.03501732
-0.48709179,-0.17559119,-0.15603012,0.0148664,-3.09418104,0.0348747
-0.46002938,-0.09410317,-0.1559628,0.01512313,-3.09376567,0.03484664
-0.4834128,-0.09593385,-0.15599239,0.01517683,-3.09408368,0.03500319
-0.45027335,-0.10331986,-0.15600675,0.01515501,-3.09385676,0.03491107
-0.48881851,-0.15050827,-0.1559861,0.01483867,-3.09403077,0.03495612
-0.48342091,-0.10957842,-0.1559861,0.01476969,-3.09384598,0.03492163
-0.48370428,-0.13592238,-0.15599355,0.01510321,-3.09401268,0.03520786
-0.42982238,-0.12628805,-0.15600995,0.01489743,-3.09392313,0.03510894
-0.47490437,-0.16392637,-0.156073,0.01524909,-3.09414917,0.03500619
-0.44182434,-0.12697841,-0.15599414,0.01482041,-3.09374174,0.03500979
-0.45490665,-0.15960343,-0.15598809,0.01475677,-3.0939543,0.03491162
-0.44684658,-0.12476686,-0.15597725,0.01492769,-3.09375916,0.0350543
-0.46703691,-0.16789974,-0.1559782,0.0149498,-3.09394754,0.03487797
-0.46923596,-0.1444798,-0.15598769,0.01502223,-3.09389974,0.03498211
-0.42831758,-0.0931837,-0.15601263,0.01485826,-3.09370899,0.03515537
-0.44359435,-0.15002097,-0.15600284,0.0150966,-3.09402445,0.03508024
-0.45811887,-0.12179748,-0.15600944,0.01516538,-3.09391737,0.03503675
-0.42737048,-0.1518202,-0.15600616,0.01500332,-3.09388865,0.03494769
-0.42797133,-0.13009802,-0.15599606,0.015125,-3.09395605,0.03509486
-0.45091509,-0.10850341,-0.15599067,0.01505738,-3.09396752,0.03493483
-0.48400477,-0.11698097,-0.15599839,0.01498164,-3.0941834,0.03502921
-0.48789367,-0.09829066,-0.15600695,0.01500298,-3.09397435,0.03493173
-0.4410074,-0.1031038,-0.15599532,0.01488599,-3.09378575,0.03485264
-0.444529,-0.17322808,-0.15599812,0.01515735,-3.09392968,0.03514007
-0.45331296,-0.11177984,-0.15601702,0.01517512,-3.09407355,0.03507164
-0.45870244,-0.11620963,-0.15600452,0.01487928,-3.09412351,0.03483206
-0.4807159,-0.1451961,-0.15600325,0.0148001,-3.09410513,0.03481554
-0.47360808,-0.15200934,-0.1559808,0.01502074,-3.09395199,0.03495219
-0.43980103,-0.14939836,-0.15599923,0.01487419,-3.09384037,0.03494211
-0.46470261,-0.16151612,-0.15599003,0.01512097,-3.09414156,0.03479043
-0.466427,-0.14578184,-0.15598779,0.01507398,-3.09383436,0.03498471
-0.44082797,-0.1159828,-0.15598903,0.01503515,-3.09376402,0.03498319
-0.44295414,-0.11725825,-0.15598888,0.014984,-3.0939288,0.0349513
-0.44272916,-0.11695719,-0.15599109,0.01505992,-3.09399708,0.03501234
-0.43580331,-0.0986671,-0.15600013,0.0149691,-3.09385915,0.03504771
-0.42770174,-0.16800387,-0.15600757,0.01501152,-3.09382843,0.03511967
-0.43477962,-0.16478671,-0.15601679,0.01486628,-3.09411705,0.03493073
-0.48759034,-0.1055915,-0.15600432,0.01522793,-3.09398836,0.03499483
-0.46959252,-0.09718538,-0.15600427,0.01498229,-3.09388691,0.03507428
-0.4393045,-0.13689357,-0.15600574,0.01483637,-3.09392671,0.0348956
-0.42340357,-0.12859374,-0.1560055,0.01501967,-3.09384949,0.03511929
-0.4507891,-0.17001934,-0.15600008,0.01505101,-3.09407233,0.03491081
-0.42458793,-0.15398626,-0.15600651,0.01505358,-3.09383384,0.03509904
-0.42561165,-0.14380117,-0.15600927,0.01500942,-3.09377302,0.03504886
-0.46009747,-0.16453287,-0.15598895,0.01492244,-3.09403679,0.03493923
-0.48991914,-0.13809175,-0.15599983,0.01501634,-3.09405605,0.03486783
-0.44118958,-0.16640324,-0.15602317,0.01489122,-3.09385761,0.03504392
-0.44341377,-0.11398707,-0.15602959,0.01494519,-3.09413462,0.03505782
-0.46068693,-0.15799798,-0.15600569,0.01519149,-3.09408223,0.03493152
-0.48450849,-0.15585945,-0.15610173,0.01492653,-3.09422254,0.03487786
-0.45209542,-0.14429058,-0.15601736,0.01487296,-3.09386699,0.03487789
-0.4248893,-0.15320576,-0.15600731,0.01523428,-3.09384881,0.0348948
-0.42120646,-0.13099301,-0.15598824,0.01519045,-3.09396087,0.035006
-0.43258886,-0.13551581,-0.15601633,0.01522053,-3.09406624,0.03485646
-0.45809361,-0.17370836,-0.15601486,0.01517148,-3.09407507,0.03495348
-0.43399864,-0.12518358,-0.15600774,0.01510529,-3.0938363,0.03523074
-0.46562637,-0.14057917,-0.15600477,0.01495639,-3.09399223,0.03505741
-0.44710532,-0.17350226,-0.15599662,0.01501034,-3.09393804,0.03503498
-0.4887131,-0.12179546,-0.15597067,0.01509791,-3.09402432,0.03490846
-0.45501032,-0.14082265,-0.15597807,0.01492072,-3.09382865,0.03496633
-0.46410596,-0.12716841,-0.15600988,0.01501301,-3.0939828,0.03487457
-0.45071861,-0.11678159,-0.15600381,0.01498414,-3.0937334,0.03490725
-0.45901473,-0.11760231,-0.15599944,0.01503057,-3.09399421,0.03499061
-0.460823,-0.17002289,-0.15599212,0.01509287,-3.09382266,0.03493414
-0.44008741,-0.10127381,-0.15603007,0.01496331,-3.0940314,0.03500877
-0.44682155,-0.1665319,-0.15598928,0.01502916,-3.09395417,0.03507144
-0.46781609,-0.17080549,-0.15598526,0.01481235,-3.09400454,0.03502671
-0.47832215,-0.14336719,-0.1560063,0.01504573,-3.09396485,0.03500995
-0.46050507,-0.17460536,-0.15598121,0.0150856,-3.09396298,0.03504952
-0.45899163,-0.14539223,-0.15599714,0.01524296,-3.09397748,0.03495531
-0.45181885,-0.10089742,-0.15598858,0.01524098,-3.09379719,0.03491552
-0.42399761,-0.13589141,-0.15601792,0.01502426,-3.09401858,0.03500921
-0.43428889,-0.1755933,-0.15600797,0.01473022,-3.09408209,0.03484937
-0.42782619,-0.12009652,-0.15599499,0.01494816,-3.09368725,0.03495304
-0.47179214,-0.12461369,-0.15602452,0.01515643,-3.09417235,0.03494463
